memberid,product_name,sn_rec_rule_id,sn_rec_kxReco,sn_rec_source,sn_rec_score
vBLFZXwHCT,Car Referral,4,Event Referral,product_name,0.106666667
vBLFZXwHCT,Car Referral,5,Cruise Referral,product_name,0.066666667
VBuMPOeayr,Hotel Referral,1,Flight Referral,product_name,0.119917298
VBuMPOeayr,Hotel Referral,2,Hotel Search,product_name,0.105444521
VBuMPOeayr,Hotel Referral,3,Flight Search,product_name,0.072363887
VBuMPOeayr,Hotel Referral,4,Event Referral,product_name,0.059958649
VBuMPOeayr,Hotel Referral,5,Cruise Referral,product_name,0.052377671
VBXlUBzEPG,Hotel Search,1,Hotel Referral,product_name,0.35334873
VBXlUBzEPG,Hotel Search,2,Flight Referral,product_name,0.192411924
VBXlUBzEPG,Hotel Search,3,Hotel Search,product_name,0.170731707
VBXlUBzEPG,Hotel Search,4,Flight Search,product_name,0.145496536
VBXlUBzEPG,Hotel Search,5,Car Search,product_name,0.076212471
vcBlUkUZGJ,Hotel Referral,1,Flight Referral,product_name,0.119917298
vcBlUkUZGJ,Hotel Referral,2,Hotel Search,product_name,0.105444521
vcBlUkUZGJ,Hotel Referral,3,Flight Search,product_name,0.072363887
vcBlUkUZGJ,Hotel Referral,4,Event Referral,product_name,0.059958649
vcBlUkUZGJ,Hotel Referral,5,Cruise Referral,product_name,0.052377671
VcSgQSEkMi,Flight Search,1,Hotel Referral,product_name,0.284552846
VcSgQSEkMi,Flight Search,2,Flight Referral,product_name,0.192411924
VcSgQSEkMi,Flight Search,3,Hotel Search,product_name,0.170731707
VcSgQSEkMi,Flight Search,4,Event Referral,product_name,0.062330623
VcSgQSEkMi,Flight Search,5,Car Search,product_name,0.062330623
vdjjwBjpPO,Car Search,1,Hotel Referral,product_name,0.380952381
vdjjwBjpPO,Car Search,2,Hotel Search,product_name,0.314285714
vdjjwBjpPO,Car Search,3,Flight Search,product_name,0.219047619
vdjjwBjpPO,Car Search,4,Flight Referral,product_name,0.142857143
vdjjwBjpPO,Car Search,5,Event Referral,product_name,0.066666667
VDLzVSSIIy,Event Referral,1,Hotel Referral,product_name,0.256637168
VDLzVSSIIy,Event Referral,2,Flight Referral,product_name,0.126843658
VDLzVSSIIy,Event Referral,3,Hotel Search,product_name,0.088495575
VDLzVSSIIy,Event Referral,4,Flight Search,product_name,0.067846608
VDLzVSSIIy,Event Referral,5,Cruise Referral,product_name,0.056047198
VdnllKRXZC,Hotel Search,1,Hotel Referral,product_name,0.35334873
VdnllKRXZC,Hotel Search,2,Flight Search,product_name,0.145496536
VdnllKRXZC,Hotel Search,3,Flight Referral,product_name,0.136258661
VdnllKRXZC,Hotel Search,4,Car Search,product_name,0.076212471
VdnllKRXZC,Hotel Search,5,Event Referral,product_name,0.069284065
vDNOAoJJAl,Hotel Referral,1,Flight Referral,product_name,0.119917298
vDNOAoJJAl,Hotel Referral,2,Hotel Search,product_name,0.105444521
vDNOAoJJAl,Hotel Referral,3,Flight Search,product_name,0.072363887
vDNOAoJJAl,Hotel Referral,4,Event Referral,product_name,0.059958649
vDNOAoJJAl,Hotel Referral,5,Cruise Referral,product_name,0.052377671
vDuGLKzBex,Flight Referral,1,Hotel Referral,product_name,0.242002782
vDuGLKzBex,Flight Referral,2,Flight Search,product_name,0.098748261
vDuGLKzBex,Flight Referral,3,Hotel Search,product_name,0.082058414
vDuGLKzBex,Flight Referral,4,Event Referral,product_name,0.059805285
vDuGLKzBex,Flight Referral,5,Cruise Referral,product_name,0.059805285
vEhLmKFCZx,Hotel Search,1,Hotel Referral,product_name,0.35334873
vEhLmKFCZx,Hotel Search,2,Flight Search,product_name,0.145496536
vEhLmKFCZx,Hotel Search,3,Flight Referral,product_name,0.136258661
vEhLmKFCZx,Hotel Search,4,Car Search,product_name,0.076212471
vEhLmKFCZx,Hotel Search,5,Event Referral,product_name,0.069284065
vETfmoDBNW,Hotel Search,1,Hotel Referral,product_name,0.35334873
vETfmoDBNW,Hotel Search,2,Flight Search,product_name,0.145496536
vETfmoDBNW,Hotel Search,3,Flight Referral,product_name,0.136258661
vETfmoDBNW,Hotel Search,4,Car Search,product_name,0.076212471
vETfmoDBNW,Hotel Search,5,Event Referral,product_name,0.069284065
VfaSxJPCwa,Event Referral,1,Hotel Referral,product_name,0.256637168
VfaSxJPCwa,Event Referral,2,Flight Referral,product_name,0.126843658
VfaSxJPCwa,Event Referral,3,Hotel Search,product_name,0.088495575
VfaSxJPCwa,Event Referral,4,Flight Search,product_name,0.067846608
VfaSxJPCwa,Event Referral,5,Cruise Referral,product_name,0.056047198
VfFTsOBooa,Hotel Referral,1,Hotel Referral,product_name,0.35334873
VfFTsOBooa,Hotel Referral,2,Flight Search,product_name,0.145496536
VfFTsOBooa,Hotel Referral,3,Flight Referral,product_name,0.136258661
VfFTsOBooa,Hotel Referral,4,Hotel Search,product_name,0.105444521
VfFTsOBooa,Hotel Referral,5,Car Search,product_name,0.076212471
VfQqHWRAdj,Shows Referral,1,Hotel Referral,product_name,0.441860465
VfQqHWRAdj,Shows Referral,2,Flight Referral,product_name,0.186046512
VfQqHWRAdj,Shows Referral,3,Hotel Search,product_name,0.11627907
VfQqHWRAdj,Shows Referral,4,Groupon Getaways,product_name,0.093023256
VfQqHWRAdj,Shows Referral,5,Event Referral,product_name,0.093023256
VgaynFPbbT,Hotel Referral,1,Flight Referral,product_name,0.119917298
VgaynFPbbT,Hotel Referral,2,Hotel Search,product_name,0.105444521
VgaynFPbbT,Hotel Referral,3,Flight Search,product_name,0.072363887
VgaynFPbbT,Hotel Referral,4,Event Referral,product_name,0.059958649
VgaynFPbbT,Hotel Referral,5,Cruise Referral,product_name,0.052377671
vgBvYBxoak,Hotel Referral,1,Flight Referral,product_name,0.119917298
vgBvYBxoak,Hotel Referral,2,Hotel Search,product_name,0.105444521
vgBvYBxoak,Hotel Referral,3,Flight Search,product_name,0.072363887
vgBvYBxoak,Hotel Referral,4,Event Referral,product_name,0.059958649
vgBvYBxoak,Hotel Referral,5,Cruise Referral,product_name,0.052377671
VGCzffkAhd,Hotel Referral,1,Flight Referral,product_name,0.119917298
VGCzffkAhd,Hotel Referral,2,Hotel Search,product_name,0.105444521
VGCzffkAhd,Hotel Referral,3,Flight Search,product_name,0.072363887
VGCzffkAhd,Hotel Referral,4,Event Referral,product_name,0.059958649
VGCzffkAhd,Hotel Referral,5,Cruise Referral,product_name,0.052377671
vgHzifwnKU,Event Referral,1,Hotel Referral,product_name,0.256637168
vgHzifwnKU,Event Referral,2,Flight Referral,product_name,0.126843658
vgHzifwnKU,Event Referral,3,Hotel Search,product_name,0.088495575
vgHzifwnKU,Event Referral,4,Flight Search,product_name,0.067846608
vgHzifwnKU,Event Referral,5,Cruise Referral,product_name,0.056047198
vGMFIJRYog,Cruise Referral,1,Hotel Referral,product_name,0.263888889
vGMFIJRYog,Cruise Referral,2,Flight Referral,product_name,0.149305556
vGMFIJRYog,Cruise Referral,3,Hotel Search,product_name,0.09375
vGMFIJRYog,Cruise Referral,4,Event Referral,product_name,0.065972222
vGMFIJRYog,Cruise Referral,5,Package Referral,product_name,0.0625
vhavzfCpiJ,Flight Referral,1,Hotel Referral,product_name,0.242002782
vhavzfCpiJ,Flight Referral,2,Flight Search,product_name,0.098748261
vhavzfCpiJ,Flight Referral,3,Hotel Search,product_name,0.082058414
vhavzfCpiJ,Flight Referral,4,Event Referral,product_name,0.059805285
vhavzfCpiJ,Flight Referral,5,Cruise Referral,product_name,0.059805285
VHDuEsxSZx,Flight Referral,1,Hotel Referral,product_name,0.242002782
VHDuEsxSZx,Flight Referral,2,Flight Search,product_name,0.098748261
VHDuEsxSZx,Flight Referral,3,Hotel Search,product_name,0.082058414
VHDuEsxSZx,Flight Referral,4,Event Referral,product_name,0.059805285
VHDuEsxSZx,Flight Referral,5,Cruise Referral,product_name,0.059805285
vhKtJNNrhO,Flight Referral,1,Hotel Referral,product_name,0.242002782
vhKtJNNrhO,Flight Referral,2,Flight Referral,product_name,0.213333333
vhKtJNNrhO,Flight Referral,3,Hotel Search,product_name,0.166666667
vhKtJNNrhO,Flight Referral,4,Event Referral,product_name,0.106666667
vhKtJNNrhO,Flight Referral,5,Flight Search,product_name,0.098748261
VHtAzfuKDN,Event Referral,1,Hotel Referral,product_name,0.256637168
VHtAzfuKDN,Event Referral,2,Flight Referral,product_name,0.126843658
VHtAzfuKDN,Event Referral,3,Hotel Search,product_name,0.088495575
VHtAzfuKDN,Event Referral,4,Flight Search,product_name,0.067846608
VHtAzfuKDN,Event Referral,5,Cruise Referral,product_name,0.056047198
VIdluSkYCH,Flight Referral,1,Hotel Referral,product_name,0.242002782
VIdluSkYCH,Flight Referral,2,Flight Search,product_name,0.098748261
VIdluSkYCH,Flight Referral,3,Hotel Search,product_name,0.082058414
VIdluSkYCH,Flight Referral,4,Event Referral,product_name,0.059805285
VIdluSkYCH,Flight Referral,5,Cruise Referral,product_name,0.059805285
ViKjAnAxkz,Hotel Search,1,Hotel Referral,product_name,0.380952381
ViKjAnAxkz,Hotel Search,2,Hotel Search,product_name,0.314285714
ViKjAnAxkz,Hotel Search,3,Flight Search,product_name,0.219047619
ViKjAnAxkz,Hotel Search,4,Flight Referral,product_name,0.142857143
ViKjAnAxkz,Hotel Search,5,Car Search,product_name,0.076212471
vimofeeSEv,Flight Search,1,Hotel Referral,product_name,0.284552846
vimofeeSEv,Flight Search,2,Flight Referral,product_name,0.192411924
vimofeeSEv,Flight Search,3,Hotel Search,product_name,0.170731707
vimofeeSEv,Flight Search,4,Event Referral,product_name,0.062330623
vimofeeSEv,Flight Search,5,Car Search,product_name,0.062330623
vivnkWPrdn,Flight Referral,1,Hotel Referral,product_name,0.284552846
vivnkWPrdn,Flight Referral,2,Flight Referral,product_name,0.192411924
vivnkWPrdn,Flight Referral,3,Hotel Search,product_name,0.170731707
vivnkWPrdn,Flight Referral,4,Flight Search,product_name,0.098748261
vivnkWPrdn,Flight Referral,5,Event Referral,product_name,0.062330623
vJccgRsWpO,Flight Search,1,Hotel Referral,product_name,0.284552846
vJccgRsWpO,Flight Search,2,Flight Referral,product_name,0.192411924
vJccgRsWpO,Flight Search,3,Hotel Search,product_name,0.170731707
vJccgRsWpO,Flight Search,4,Event Referral,product_name,0.062330623
vJccgRsWpO,Flight Search,5,Car Search,product_name,0.062330623
VjDXgNJfLG,Hotel Referral,1,Hotel Referral,product_name,0.35334873
VjDXgNJfLG,Hotel Referral,2,Flight Search,product_name,0.145496536
VjDXgNJfLG,Hotel Referral,3,Flight Referral,product_name,0.136258661
VjDXgNJfLG,Hotel Referral,4,Hotel Search,product_name,0.105444521
VjDXgNJfLG,Hotel Referral,5,Car Search,product_name,0.076212471
VjgQqAfbyP,Hotel Referral,1,Flight Referral,product_name,0.119917298
VjgQqAfbyP,Hotel Referral,2,Hotel Search,product_name,0.105444521
VjgQqAfbyP,Hotel Referral,3,Flight Search,product_name,0.072363887
VjgQqAfbyP,Hotel Referral,4,Event Referral,product_name,0.059958649
VjgQqAfbyP,Hotel Referral,5,Cruise Referral,product_name,0.052377671
VjixGRAaUk,Groupon Getaways,1,Hotel Referral,product_name,0.327380952
VjixGRAaUk,Groupon Getaways,2,Flight Referral,product_name,0.130952381
VjixGRAaUk,Groupon Getaways,3,Hotel Search,product_name,0.119047619
VjixGRAaUk,Groupon Getaways,4,Package Referral,product_name,0.077380952
VjixGRAaUk,Groupon Getaways,5,Cruise Referral,product_name,0.06547619
VjKxfNvzLl,Hotel Referral,1,Flight Referral,product_name,0.119917298
VjKxfNvzLl,Hotel Referral,2,Hotel Search,product_name,0.105444521
VjKxfNvzLl,Hotel Referral,3,Flight Search,product_name,0.072363887
VjKxfNvzLl,Hotel Referral,4,Event Referral,product_name,0.059958649
VjKxfNvzLl,Hotel Referral,5,Cruise Referral,product_name,0.052377671
VJmXlEvEKY,Flight Referral,1,Hotel Referral,product_name,0.242002782
VJmXlEvEKY,Flight Referral,2,Flight Search,product_name,0.098748261
VJmXlEvEKY,Flight Referral,3,Hotel Search,product_name,0.082058414
VJmXlEvEKY,Flight Referral,4,Event Referral,product_name,0.059805285
VJmXlEvEKY,Flight Referral,5,Cruise Referral,product_name,0.059805285
VkAbgvXWxN,Flight Referral,1,Hotel Referral,product_name,0.242002782
VkAbgvXWxN,Flight Referral,2,Flight Search,product_name,0.098748261
VkAbgvXWxN,Flight Referral,3,Hotel Search,product_name,0.082058414
VkAbgvXWxN,Flight Referral,4,Event Referral,product_name,0.059805285
VkAbgvXWxN,Flight Referral,5,Cruise Referral,product_name,0.059805285
vlaErvOaZM,Flight Referral,1,Hotel Referral,product_name,0.242002782
vlaErvOaZM,Flight Referral,2,Flight Referral,product_name,0.119917298
vlaErvOaZM,Flight Referral,3,Hotel Search,product_name,0.105444521
vlaErvOaZM,Flight Referral,4,Flight Search,product_name,0.098748261
vlaErvOaZM,Flight Referral,5,Event Referral,product_name,0.059958649
vLgwHAJAlI,Hotel Referral,1,Flight Referral,product_name,0.119917298
vLgwHAJAlI,Hotel Referral,2,Hotel Search,product_name,0.105444521
vLgwHAJAlI,Hotel Referral,3,Flight Search,product_name,0.072363887
vLgwHAJAlI,Hotel Referral,4,Event Referral,product_name,0.059958649
vLgwHAJAlI,Hotel Referral,5,Cruise Referral,product_name,0.052377671
VlRlHecjez,Car Referral,1,Hotel Referral,product_name,0.263888889
VlRlHecjez,Car Referral,2,Flight Referral,product_name,0.213333333
VlRlHecjez,Car Referral,3,Hotel Search,product_name,0.166666667
VlRlHecjez,Car Referral,4,Event Referral,product_name,0.106666667
VlRlHecjez,Car Referral,5,Cruise Referral,product_name,0.066666667
vlTDsVcgZH,Hotel Referral,1,Flight Referral,product_name,0.119917298
vlTDsVcgZH,Hotel Referral,2,Hotel Search,product_name,0.105444521
vlTDsVcgZH,Hotel Referral,3,Flight Search,product_name,0.072363887
vlTDsVcgZH,Hotel Referral,4,Event Referral,product_name,0.059958649
vlTDsVcgZH,Hotel Referral,5,Cruise Referral,product_name,0.052377671
VLujRvgwUQ,Event Referral,1,Hotel Referral,product_name,0.256637168
VLujRvgwUQ,Event Referral,2,Flight Referral,product_name,0.126843658
VLujRvgwUQ,Event Referral,3,Hotel Search,product_name,0.105444521
VLujRvgwUQ,Event Referral,4,Flight Search,product_name,0.072363887
VLujRvgwUQ,Event Referral,5,Event Referral,product_name,0.059958649
vLyUnEgpKH,Flight Referral,1,Hotel Referral,product_name,0.242002782
vLyUnEgpKH,Flight Referral,2,Flight Search,product_name,0.098748261
vLyUnEgpKH,Flight Referral,3,Hotel Search,product_name,0.082058414
vLyUnEgpKH,Flight Referral,4,Event Referral,product_name,0.059805285
vLyUnEgpKH,Flight Referral,5,Cruise Referral,product_name,0.059805285
vMcfinfibx,Hotel Referral,1,Flight Referral,product_name,0.119917298
vMcfinfibx,Hotel Referral,2,Hotel Search,product_name,0.105444521
vMcfinfibx,Hotel Referral,3,Flight Search,product_name,0.072363887
vMcfinfibx,Hotel Referral,4,Event Referral,product_name,0.059958649
vMcfinfibx,Hotel Referral,5,Cruise Referral,product_name,0.052377671
VMHQcrAbiP,Cruise Referral,1,Hotel Referral,product_name,0.263888889
VMHQcrAbiP,Cruise Referral,2,Flight Referral,product_name,0.149305556
VMHQcrAbiP,Cruise Referral,3,Hotel Search,product_name,0.09375
VMHQcrAbiP,Cruise Referral,4,Event Referral,product_name,0.065972222
VMHQcrAbiP,Cruise Referral,5,Package Referral,product_name,0.0625
VmTYsvYpEY,Hotel Referral,1,Hotel Referral,product_name,0.361344538
VmTYsvYpEY,Hotel Referral,2,Flight Referral,product_name,0.213333333
VmTYsvYpEY,Hotel Referral,3,Hotel Search,product_name,0.166666667
VmTYsvYpEY,Hotel Referral,4,Cruise Referral,product_name,0.151260504
VmTYsvYpEY,Hotel Referral,5,Flight Search,product_name,0.145496536
vNAeiRJjjw,Hotel Referral,1,Flight Referral,product_name,0.119917298
vNAeiRJjjw,Hotel Referral,2,Hotel Search,product_name,0.105444521
vNAeiRJjjw,Hotel Referral,3,Flight Search,product_name,0.072363887
vNAeiRJjjw,Hotel Referral,4,Event Referral,product_name,0.059958649
vNAeiRJjjw,Hotel Referral,5,Cruise Referral,product_name,0.052377671
vndbZeRaHA,Hotel Referral,1,Flight Referral,product_name,0.119917298
vndbZeRaHA,Hotel Referral,2,Hotel Search,product_name,0.105444521
vndbZeRaHA,Hotel Referral,3,Flight Search,product_name,0.072363887
vndbZeRaHA,Hotel Referral,4,Event Referral,product_name,0.059958649
vndbZeRaHA,Hotel Referral,5,Cruise Referral,product_name,0.052377671
VNQMTiYNPw,Hotel Referral,1,Flight Referral,product_name,0.119917298
VNQMTiYNPw,Hotel Referral,2,Hotel Search,product_name,0.105444521
VNQMTiYNPw,Hotel Referral,3,Flight Search,product_name,0.072363887
VNQMTiYNPw,Hotel Referral,4,Event Referral,product_name,0.059958649
VNQMTiYNPw,Hotel Referral,5,Cruise Referral,product_name,0.052377671
vnrwyeLZna,Hotel Referral,1,Flight Referral,product_name,0.119917298
vnrwyeLZna,Hotel Referral,2,Hotel Search,product_name,0.105444521
vnrwyeLZna,Hotel Referral,3,Flight Search,product_name,0.072363887
vnrwyeLZna,Hotel Referral,4,Event Referral,product_name,0.059958649
vnrwyeLZna,Hotel Referral,5,Cruise Referral,product_name,0.052377671
VNUxORXGFn,Hotel Referral,1,Hotel Referral,product_name,0.242002782
VNUxORXGFn,Hotel Referral,2,Flight Referral,product_name,0.119917298
VNUxORXGFn,Hotel Referral,3,Hotel Search,product_name,0.105444521
VNUxORXGFn,Hotel Referral,4,Flight Search,product_name,0.098748261
VNUxORXGFn,Hotel Referral,5,Event Referral,product_name,0.059958649
vOKBPzzdrQ,Car Referral,1,Hotel Referral,product_name,0.233333333
vOKBPzzdrQ,Car Referral,2,Flight Referral,product_name,0.213333333
vOKBPzzdrQ,Car Referral,3,Hotel Search,product_name,0.166666667
vOKBPzzdrQ,Car Referral,4,Groupon Getaways,product_name,0.151515152
vOKBPzzdrQ,Car Referral,5,Event Referral,product_name,0.151515152
vPDlpdaQqc,Hotel Search,1,Hotel Referral,product_name,0.35334873
vPDlpdaQqc,Hotel Search,2,Flight Search,product_name,0.145496536
vPDlpdaQqc,Hotel Search,3,Flight Referral,product_name,0.136258661
vPDlpdaQqc,Hotel Search,4,Car Search,product_name,0.076212471
vPDlpdaQqc,Hotel Search,5,Event Referral,product_name,0.069284065
vpJGpdIUVy,Event Referral,1,Hotel Referral,product_name,0.256637168
vpJGpdIUVy,Event Referral,2,Flight Referral,product_name,0.126843658
vpJGpdIUVy,Event Referral,3,Hotel Search,product_name,0.088495575
vpJGpdIUVy,Event Referral,4,Flight Search,product_name,0.067846608
vpJGpdIUVy,Event Referral,5,Cruise Referral,product_name,0.056047198
VpKKvZQpYT,Event Referral,1,Hotel Referral,product_name,0.256637168
VpKKvZQpYT,Event Referral,2,Flight Referral,product_name,0.126843658
VpKKvZQpYT,Event Referral,3,Hotel Search,product_name,0.105444521
VpKKvZQpYT,Event Referral,4,Flight Search,product_name,0.098748261
VpKKvZQpYT,Event Referral,5,Event Referral,product_name,0.059958649
VPURKMThLT,Hotel Referral,1,Flight Referral,product_name,0.119917298
VPURKMThLT,Hotel Referral,2,Hotel Search,product_name,0.105444521
VPURKMThLT,Hotel Referral,3,Flight Search,product_name,0.072363887
VPURKMThLT,Hotel Referral,4,Event Referral,product_name,0.059958649
VPURKMThLT,Hotel Referral,5,Cruise Referral,product_name,0.052377671
vPzsFqFTDT,Hotel Search,1,Hotel Referral,product_name,0.35334873
vPzsFqFTDT,Hotel Search,2,Flight Search,product_name,0.145496536
vPzsFqFTDT,Hotel Search,3,Flight Referral,product_name,0.136258661
vPzsFqFTDT,Hotel Search,4,Car Search,product_name,0.076212471
vPzsFqFTDT,Hotel Search,5,Event Referral,product_name,0.069284065
VqfBLQIAKB,Hotel Referral,1,Flight Referral,product_name,0.119917298
VqfBLQIAKB,Hotel Referral,2,Hotel Search,product_name,0.105444521
VqfBLQIAKB,Hotel Referral,3,Flight Search,product_name,0.072363887
VqfBLQIAKB,Hotel Referral,4,Event Referral,product_name,0.059958649
VqfBLQIAKB,Hotel Referral,5,Cruise Referral,product_name,0.052377671
vrgHBmIyOu,Groupon Getaways,1,Hotel Referral,product_name,0.441860465
vrgHBmIyOu,Groupon Getaways,2,Flight Referral,product_name,0.186046512
vrgHBmIyOu,Groupon Getaways,3,Cruise Referral,product_name,0.151260504
vrgHBmIyOu,Groupon Getaways,4,Hotel Search,product_name,0.119047619
vrgHBmIyOu,Groupon Getaways,5,Groupon Getaways,product_name,0.109243697
VrsURQkdfn,Cruise Referral,1,Hotel Referral,product_name,0.263888889
VrsURQkdfn,Cruise Referral,2,Flight Referral,product_name,0.149305556
VrsURQkdfn,Cruise Referral,3,Hotel Search,product_name,0.09375
VrsURQkdfn,Cruise Referral,4,Event Referral,product_name,0.065972222
VrsURQkdfn,Cruise Referral,5,Package Referral,product_name,0.0625
vStJnHxNIk,Hotel Referral,1,Flight Referral,product_name,0.119917298
vStJnHxNIk,Hotel Referral,2,Hotel Search,product_name,0.105444521
vStJnHxNIk,Hotel Referral,3,Flight Search,product_name,0.072363887
vStJnHxNIk,Hotel Referral,4,Event Referral,product_name,0.059958649
vStJnHxNIk,Hotel Referral,5,Cruise Referral,product_name,0.052377671
VSXdXuSJuU,Hotel Referral,1,Flight Referral,product_name,0.119917298
VSXdXuSJuU,Hotel Referral,2,Hotel Search,product_name,0.105444521
VSXdXuSJuU,Hotel Referral,3,Flight Search,product_name,0.072363887
VSXdXuSJuU,Hotel Referral,4,Event Referral,product_name,0.059958649
VSXdXuSJuU,Hotel Referral,5,Cruise Referral,product_name,0.052377671
VsYMcQFVsY,Hotel Referral,1,Hotel Referral,product_name,0.35334873
VsYMcQFVsY,Hotel Referral,2,Flight Search,product_name,0.145496536
VsYMcQFVsY,Hotel Referral,3,Flight Referral,product_name,0.136258661
VsYMcQFVsY,Hotel Referral,4,Hotel Search,product_name,0.105444521
VsYMcQFVsY,Hotel Referral,5,Car Search,product_name,0.076212471
VTfntlmYCN,Groupon Getaways,1,Hotel Referral,product_name,0.327380952
VTfntlmYCN,Groupon Getaways,2,Flight Referral,product_name,0.130952381
VTfntlmYCN,Groupon Getaways,3,Hotel Search,product_name,0.119047619
VTfntlmYCN,Groupon Getaways,4,Package Referral,product_name,0.077380952
VTfntlmYCN,Groupon Getaways,5,Cruise Referral,product_name,0.06547619
vTLYNQhrKF,Flight Referral,1,Hotel Referral,product_name,0.242002782
vTLYNQhrKF,Flight Referral,2,Flight Referral,product_name,0.119917298
vTLYNQhrKF,Flight Referral,3,Hotel Search,product_name,0.105444521
vTLYNQhrKF,Flight Referral,4,Flight Search,product_name,0.098748261
vTLYNQhrKF,Flight Referral,5,Event Referral,product_name,0.059958649
VtoAdDtycr,Flight Referral,1,Hotel Referral,product_name,0.242002782
VtoAdDtycr,Flight Referral,2,Flight Search,product_name,0.098748261
VtoAdDtycr,Flight Referral,3,Hotel Search,product_name,0.082058414
VtoAdDtycr,Flight Referral,4,Event Referral,product_name,0.059805285
VtoAdDtycr,Flight Referral,5,Cruise Referral,product_name,0.059805285
VtQYnUxLSI,Hotel Referral,1,Flight Referral,product_name,0.119917298
VtQYnUxLSI,Hotel Referral,2,Hotel Search,product_name,0.105444521
VtQYnUxLSI,Hotel Referral,3,Flight Search,product_name,0.072363887
VtQYnUxLSI,Hotel Referral,4,Event Referral,product_name,0.059958649
VtQYnUxLSI,Hotel Referral,5,Cruise Referral,product_name,0.052377671
vTtadhjtlV,Flight Referral,1,Hotel Referral,product_name,0.242002782
vTtadhjtlV,Flight Referral,2,Flight Search,product_name,0.098748261
vTtadhjtlV,Flight Referral,3,Hotel Search,product_name,0.082058414
vTtadhjtlV,Flight Referral,4,Event Referral,product_name,0.059805285
vTtadhjtlV,Flight Referral,5,Cruise Referral,product_name,0.059805285
VtWflnkPXg,Hotel Referral,1,Flight Referral,product_name,0.119917298
VtWflnkPXg,Hotel Referral,2,Hotel Search,product_name,0.105444521
VtWflnkPXg,Hotel Referral,3,Flight Search,product_name,0.072363887
VtWflnkPXg,Hotel Referral,4,Event Referral,product_name,0.059958649
VtWflnkPXg,Hotel Referral,5,Cruise Referral,product_name,0.052377671
VtwnOuAzDv,Shows Referral,1,Hotel Referral,product_name,0.441860465
VtwnOuAzDv,Shows Referral,2,Flight Referral,product_name,0.186046512
VtwnOuAzDv,Shows Referral,3,Hotel Search,product_name,0.11627907
VtwnOuAzDv,Shows Referral,4,Groupon Getaways,product_name,0.093023256
VtwnOuAzDv,Shows Referral,5,Event Referral,product_name,0.093023256
vtwuIuAHhA,Hotel Referral,1,Flight Referral,product_name,0.119917298
vtwuIuAHhA,Hotel Referral,2,Hotel Search,product_name,0.105444521
vtwuIuAHhA,Hotel Referral,3,Flight Search,product_name,0.072363887
vtwuIuAHhA,Hotel Referral,4,Event Referral,product_name,0.059958649
vtwuIuAHhA,Hotel Referral,5,Cruise Referral,product_name,0.052377671
VTzXSLjksa,Flight Referral,1,Hotel Referral,product_name,0.242002782
VTzXSLjksa,Flight Referral,2,Flight Search,product_name,0.098748261
VTzXSLjksa,Flight Referral,3,Hotel Search,product_name,0.082058414
VTzXSLjksa,Flight Referral,4,Event Referral,product_name,0.059805285
VTzXSLjksa,Flight Referral,5,Cruise Referral,product_name,0.059805285
vuaYjDZsTM,Hotel Referral,1,Flight Referral,product_name,0.119917298
vuaYjDZsTM,Hotel Referral,2,Hotel Search,product_name,0.105444521
vuaYjDZsTM,Hotel Referral,3,Flight Search,product_name,0.072363887
vuaYjDZsTM,Hotel Referral,4,Event Referral,product_name,0.059958649
vuaYjDZsTM,Hotel Referral,5,Cruise Referral,product_name,0.052377671
vUnjJdkkju,Package Referral,1,Hotel Referral,product_name,0.361344538
vUnjJdkkju,Package Referral,2,Flight Referral,product_name,0.18487395
vUnjJdkkju,Package Referral,3,Cruise Referral,product_name,0.151260504
vUnjJdkkju,Package Referral,4,Groupon Getaways,product_name,0.109243697
vUnjJdkkju,Package Referral,5,Hotel Search,product_name,0.075630252
VUoLtyxOcT,Hotel Search,1,Hotel Referral,product_name,0.35334873
VUoLtyxOcT,Hotel Search,2,Flight Search,product_name,0.145496536
VUoLtyxOcT,Hotel Search,3,Flight Referral,product_name,0.136258661
VUoLtyxOcT,Hotel Search,4,Car Search,product_name,0.076212471
VUoLtyxOcT,Hotel Search,5,Event Referral,product_name,0.069284065
vUqeeQxKXc,Hotel Referral,1,Hotel Referral,product_name,0.35334873
vUqeeQxKXc,Hotel Referral,2,Flight Search,product_name,0.145496536
vUqeeQxKXc,Hotel Referral,3,Flight Referral,product_name,0.136258661
vUqeeQxKXc,Hotel Referral,4,Hotel Search,product_name,0.105444521
vUqeeQxKXc,Hotel Referral,5,Car Search,product_name,0.076212471
VvIxKUPjcR,Hotel Referral,1,Flight Referral,product_name,0.119917298
VvIxKUPjcR,Hotel Referral,2,Hotel Search,product_name,0.105444521
VvIxKUPjcR,Hotel Referral,3,Flight Search,product_name,0.072363887
VvIxKUPjcR,Hotel Referral,4,Event Referral,product_name,0.059958649
VvIxKUPjcR,Hotel Referral,5,Cruise Referral,product_name,0.052377671
vWJpvPtfgz,Hotel Search,1,Hotel Referral,product_name,0.35334873
vWJpvPtfgz,Hotel Search,2,Flight Search,product_name,0.145496536
vWJpvPtfgz,Hotel Search,3,Flight Referral,product_name,0.136258661
vWJpvPtfgz,Hotel Search,4,Car Search,product_name,0.076212471
vWJpvPtfgz,Hotel Search,5,Event Referral,product_name,0.069284065
VwPmkuswme,Hotel Referral,1,Flight Referral,product_name,0.119917298
VwPmkuswme,Hotel Referral,2,Hotel Search,product_name,0.105444521
